Recipe_ID,PC1,PC2,Cluster,Cuisine,Main_Ingredients
38,-0.4704657543688907,1.756731714426837,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
39,-1.9986213392385643,-0.46579971604493986,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
40,0.2970601624234163,-0.7916315457468375,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
41,1.7436887256578573,0.6812191988705321,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
42,1.644981054833807,-0.4474012104692533,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
43,-0.7301928834052445,0.5908774499891191,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
44,0.24179978474167227,-1.2169251560018952,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
45,-1.5378831943759437,0.7979551444015083,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
46,-2.4430298067863485,-0.3683654546726327,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
47,0.27335079894110875,0.6517822919090092,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
48,1.5839530810956473,-0.750299912950497,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
49,-0.6460985997584412,2.112380512938251,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
50,-0.339486857834885,-1.9994928734796256,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
51,1.3533722329560933,0.4224530562948098,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
52,-0.5168238449421255,-0.3617354334292735,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
53,0.0738722473820915,-0.747493199696234,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
54,-0.15302744155740228,-0.6078356357322726,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
55,1.7272663411996287,0.7221317868812539,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
56,0.958658166523887,0.30094860377817934,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
57,0.1273666815432661,-1.085642188162676,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
58,-2.3749945730083497,-0.7218992176228501,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
59,0.9005969362573814,-1.0750974506584858,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
60,0.2873051095599947,-1.0590773087698535,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
61,-1.0329532265546515,2.0186962111329483,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
62,0.34053561867339965,0.573975921790573,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
63,-1.3690381007149597,-0.10531833701540506,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
64,-0.07522679551160152,-0.7996100916632264,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
65,0.6304144783343736,1.1001222099727606,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
66,-0.7584236653053444,-0.0792720350840347,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
67,-0.929618674467255,1.360742924581396,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
68,0.7105980765199684,0.4629324182891573,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
69,-1.6371711861702387,0.853339149852498,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
70,-1.2281200144840185,1.3224768824286217,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
71,1.1622705761230205,1.0895971873839922,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
72,0.24139793348164998,-2.3962442158304436,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
73,-0.7557023694977885,-0.5661128956129491,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
74,0.3578011801285603,0.5131601281914674,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
75,-0.9789620655959888,0.9590361498561284,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
76,-0.8624979132142642,-2.3048099320787414,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
77,-0.9467419983600602,2.484739306756128,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
78,0.9485752154014305,0.4928219197992547,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
79,-1.855872842082541,0.480995769444141,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
80,0.6353291425965908,-0.5529074194768916,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
81,0.6915134055110843,1.1964616110259725,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
82,1.3729679889805961,0.42920425148035146,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
83,0.24552711038321048,0.7030132448434914,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
84,0.32545109449263093,1.2834924000960253,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
85,-0.1227223550667105,-1.779260734150832,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
86,-1.6970974226323443,-0.8548637940004684,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
87,1.3778197185722743,0.009217224526662703,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
88,0.022246165513711745,0.7340288005463821,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
89,2.085467134992493,1.4910043912861755,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
90,0.39645612664925906,0.01676514303071027,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
91,0.9868383658790867,-0.19581986383988004,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
92,-0.5662810287398304,0.5919044343378377,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
93,1.1963497344503615,0.8874035835271776,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
94,1.3398045524874351,0.3602260460038933,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
95,-0.2128033217009739,-0.19407285590618506,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
96,-0.3662627235320073,1.6537431338590551,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
97,1.58770049032408,-0.3577621741183036,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
98,-0.5506076541999281,0.1727130752871594,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
99,1.1693508757033102,0.19683044285579251,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
100,-0.15097796102941424,0.3375636963234773,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
101,-1.5790436419783351,-0.6440964458544631,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
102,0.8797528380988634,0.027027795929461522,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
103,-0.08487486231800406,-1.3607263840810797,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
104,0.38928951097840053,-0.2590917593997875,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
105,-0.6228011303218847,-0.5545892003983767,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
106,0.5972578234270243,-1.3990538579627907,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
107,-0.21297827255742083,-0.31166809359626935,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
108,-1.6256673490240385,-1.7858285275540424,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
109,0.09128122813830766,-2.35817785698311,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
110,-0.698431914404397,1.4142010329424588,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
111,1.040064366340907,-0.9633908198419141,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
112,-1.0264594222582866,-1.1208933355959887,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
113,1.9729066288499453,-0.3506271413079872,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
114,-1.1955816660164285,1.270789371880657,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
115,0.2608956724473693,-0.6501070560018709,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
116,-0.5016780412065462,0.3613380004130645,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
117,0.5667465397347808,-0.653641907726996,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
118,0.39699133734864794,-0.7512328221912373,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
119,-0.0820936183552202,1.390260351319224,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
120,1.2883860426689588,1.0730734883342585,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
121,0.7905622648914148,-1.5180285717845834,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
122,-0.8660311633103084,-1.0281401436594502,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
123,-0.6665261549508882,0.7313248868920881,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
124,-1.4504749632286829,-1.2815496191633777,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
125,-0.1399348557213912,0.3262949734613777,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
126,-1.70474943160295,0.6027047958712939,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
127,-0.3256908802799843,1.112666433050249,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
128,-0.07078242645540603,-1.3083949659611,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
129,-1.9250987965560868,0.24241656400210487,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
130,-1.9907923430124095,-0.2777596642961203,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
131,0.3471145605874073,-0.6403797243309838,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
132,0.880052157240997,0.5664804467798706,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
133,-0.2761098597670934,-0.9151373565699182,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
134,-0.48077867823842874,-0.2601519891397459,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
135,0.722309452220635,0.49862989139414815,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
136,-1.083643375956769,-1.1598240043004053,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
137,1.3310413706663127,0.5534454908764884,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
138,-0.3910242187411266,-0.10107518354874312,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
139,1.2368560872283603,0.29104654912373673,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
140,-1.1842008554887402,1.3981351743474129,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
141,-0.8844976109056002,-0.8852791036496626,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
142,1.2354966100404312,-0.7155986143002121,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
143,-0.9425126403979172,-0.8424196538005658,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
144,-0.30456431248067956,-1.0629651383422178,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
145,-1.8274267366624768,-2.120959079690103,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
146,2.383971404290251,1.3781437710143625,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
147,-1.4076372988842516,0.8576098279784095,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
148,0.1275708532082432,-0.8597712908618313,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
149,-0.7573905499995102,-0.062264416784603434,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
150,1.0491410669367691,0.07443938144803716,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
151,-0.5217493579337441,1.026969967403947,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
152,-1.0795770270336378,1.3948728991218537,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
153,-0.2186567472844215,-0.11698693835447597,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
154,-1.5035875894156236,0.22953312901649148,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
155,-0.9675559590947874,0.07938442711855541,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
156,-0.7220153906574104,1.4495234982357466,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
157,0.24657016911911836,-1.6365240136684311,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
158,1.1522668299284804,0.9935144059195707,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
159,-0.7299268259612397,-2.724671690562953,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
160,0.2265671764280467,1.3941472236417283,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
161,1.2700123510355636,-0.650005576419013,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
162,-0.9126061358137734,-0.058830749972413644,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
163,0.6328924913522849,-0.8161585904735361,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
164,-1.0356272470586203,-1.1339046928406902,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
165,-0.49134084949795803,-1.2531911248305907,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
166,-0.1447903683768699,-0.5043968768004785,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
167,-0.619765268765319,-0.47417292506464104,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
168,0.25898250890269947,-1.6425762596939173,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
169,1.3988301430265155,0.4628607674520844,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
170,0.8884193705085466,1.2725630276122784,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
171,1.9551183040934457,0.25815569713817965,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
172,0.9327147041861557,-0.15850294255340652,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
173,-0.22359813979950735,0.4969454553073428,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
174,-0.42037169462199225,-1.8800504347848648,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
175,1.0751843889978194,-1.0510969678299524,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
176,-1.5889594144661827,0.23338212867134311,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
177,0.32698205886181114,-0.6056282369787088,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
178,0.6768178132535899,0.5050942516559999,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
179,1.2277699280936136,0.03194190375800481,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
180,-1.8750789616245733,0.39235486294382005,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
181,0.37584656308362824,-1.5542666852103852,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
182,-0.058654423356144826,1.118030071972256,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
183,1.0996219391130393,0.6320549616679666,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
184,0.7971231517203339,0.6365688640683108,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
185,0.7582204418400321,0.2417538010298065,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
186,-0.6238470025432922,-1.235162374359973,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
187,0.5542193566040515,-0.9168407477025275,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
188,0.3272775644741983,1.4192604474759396,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
189,1.2668087058723623,0.5300724979492928,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
190,0.1583093168547574,-0.8520346972460429,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
191,-0.189154427978774,0.38121105806289846,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
192,0.629650635673104,-1.6202008570452417,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
193,-0.8519037440075292,-0.6892881742562037,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
194,-0.1607654034278809,1.7319626155581491,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
195,-1.2902746520259274,-0.8381245540097677,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
196,-0.07191288235826435,0.6839995077883649,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
197,-0.35265413124329253,-1.105365185209166,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
198,-1.8589176589440477,-0.1422779976106221,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
199,-1.1007320914166558,0.1461677955589249,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
200,-0.2881269347923799,0.6961281523957009,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
201,-0.07125337094534026,-1.629535595563456,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
202,0.027799451201032853,-0.625013581365387,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
203,-0.4431888738870266,-0.3037918319282865,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
204,-1.239889572761147,-1.4333094960973234,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
205,-0.1974663588164843,1.3761882185994911,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
206,0.28030963478506093,0.7379568148392661,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
207,0.48368799867072654,0.5483140754889869,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
208,-0.5697450079101447,-0.35139232664743403,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
209,-0.18541431319132876,-0.41502513874423264,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
210,-0.2883733616178647,-0.661411778367601,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
211,0.22170903071020767,-0.1504346514077854,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
212,-1.0923858040545678,1.3404436300362805,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
213,1.5085248722698268,-0.6999830895967302,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
214,1.179192343765689,1.6112082146744509,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
215,-0.10376316871270183,-2.1746640787952654,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
216,0.38778265656842215,-1.4063184165402878,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
217,0.4862961826699903,0.7235804097438482,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
218,-0.3243363100691577,-0.6415328841941894,2,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic"
219,0.1542495416921313,2.096089759310483,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
220,-1.7234885632379635,0.612143338678982,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
221,-1.4969453629829663,-1.691571403510937,1,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic"
222,0.8864350324703953,0.5546375805702911,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
223,0.9495898232070955,0.8873821825589442,0,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic"
224,-2.1767582672211625,-0.036098718117608904,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
225,-1.4773505054760017,-0.16786466302173708,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
226,-0.9340695849335104,1.15317841792517,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
227,1.6085189517036638,0.9076954930011983,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
228,-0.5175440455111584,0.9595387629248443,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
229,1.3908610231578318,-1.1675602116950525,3,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato"
230,-2.052213763408363,-0.18794131915951817,4,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil"
